Filename,mag_news_uni_keywords_percentage,mag_news_n_uni_keywords_percentage,mag_news_v_uni_keywords_percentage,mag_news_v_n_uni_keywords_percentage,mag_news_adj_uni_keywords_percentage,mag_news_bi_keywords_percentage,mag_news_tri_keywords_percentage,mag_news_quad_keywords_percentage,mag_news_n_bi_keywords_percentage,mag_news_adj_bi_keywords_percentage,mag_news_v_bi_keywords_percentage,mag_news_v_n_bi_keywords_percentage,mag_news_a_n_bi_keywords_percentage,mag_news_n_tri_keywords_percentage,mag_news_adj_tri_keywords_percentage,mag_news_v_tri_keywords_percentage,mag_news_v_n_tri_keywords_percentage,mag_news_a_n_tri_keywords_percentage,mag_news_n_quad_keywords_percentage,mag_news_adj_quad_keywords_percentage,mag_news_v_quad_keywords_percentage,mag_news_v_n_quad_keywords_percentage,mag_news_a_n_quad_keywords_percentage,source_similarity_lsa,source_similarity_lda,source_similarity_word2vec
ex1.txt,0.155172413793,0.0,0.181818181818,0.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0347826086957,0.0347826086957,0.0,0.0,0.0,0.0350877192982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404319455123,0.8380684590859231,0.547086511295
ex2.txt,0.202247191011,0.0,0.0454545454545,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0113636363636,0.0113636363636,0.0,0.0,0.0,0.0114942528736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329369452109,0.9463404499297103,0.520130632102
reference.txt,0.188888888889,0.129032258065,0.181818181818,0.142857142857,0.0,0.0,0.0,0.0,0.0449438202247,0.0,0.0224719101124,0.0674157303371,0.0224719101124,0.0,0.0,0.0227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
